upc,title,category,price_incl_tax,price_excl_tax,tax,stock_count,rating,num_reviews,url
7ae099f3898e0209,Unicorn Tracks,Fantasy,18.78,18.78,0.0,16,3,0,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
9a9d6e9bc555731e,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,25.52,0.0,16,1,0,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html
09555be379ad9253,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,16.28,16.28,0.0,16,1,0,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html
7858914fad68493c,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Nonfiction,31.12,31.12,0.0,16,3,0,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html
51653ef291ab7ddc,This One Summer,Sequential Art,19.49,19.49,0.0,16,4,0,https://books.toscrape.com/catalogue/this-one-summer_947/index.html
709822d0b5bcb7f4,Thirst,Fiction,17.27,17.27,0.0,16,5,0,https://books.toscrape.com/catalogue/thirst_946/index.html
4eed62cf5f8d8edf,The Torch Is Passed: A Harding Family Story,Add a comment,19.09,19.09,0.0,16,1,0,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
b5ea0b5dabed25a8,The Secret of Dreadwillow Carse,Childrens,56.13,56.13,0.0,16,1,0,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html
142d767a56a9254d,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,56.41,0.0,16,1,0,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html
5ee94540d0749ea0,The Past Never Ends,Mystery,56.5,56.5,0.0,16,4,0,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html
cedf82b5086e4691,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,45.22,0.0,16,3,0,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
